NO_DEBLOCK,NO_FAST_PSKIP,NO_MBTREE,NO_MIXED_REFS,NO_WEIGHTB,--rc-lookahead-20,--rc-lookahead-40,--rc-lookahead-60,A,B,C,worker_id,PERF
1,1,1,0,1,1,0,0,0,0,1,105,89.776
1,1,1,1,0,0,0,1,0,0,1,105,62.78
1,1,1,1,0,0,1,0,0,0,1,105,62.828
1,1,1,1,0,1,0,0,0,0,1,105,62.842
1,1,1,1,1,0,0,1,1,0,0,105,30.17
1,1,1,1,1,1,0,0,0,1,0,105,45.702
1,1,1,1,1,0,1,0,0,1,0,105,45.676
1,1,1,1,1,0,0,1,0,1,0,105,45.626
1,1,1,1,1,1,0,0,0,0,1,105,62.732
1,1,1,1,1,0,0,1,0,0,1,105,62.778
0,0,0,0,0,1,0,0,1,0,0,106,24.23
0,0,0,0,0,0,1,0,1,0,0,106,23.972
0,0,0,0,0,0,0,1,1,0,0,106,24.074
0,0,0,0,0,1,0,0,0,1,0,106,43.244
0,0,0,0,0,0,1,0,0,1,0,106,43.56
0,0,0,0,0,0,0,1,0,1,0,106,43.62
0,0,0,0,0,1,0,0,0,0,1,106,61.008
0,0,0,0,0,0,1,0,0,0,1,106,61.322
0,0,0,0,0,0,0,1,0,0,1,106,61.35
0,0,0,0,1,0,1,0,1,0,0,106,23.962
0,0,0,0,1,1,0,0,0,1,0,106,43.266
0,0,0,0,1,0,1,0,0,0,1,106,61.326
0,0,0,0,1,0,0,1,0,0,1,106,61.376
0,0,0,1,0,0,1,0,1,0,0,106,24.38
0,0,0,1,0,0,0,1,1,0,0,106,24.384
0,0,0,1,0,1,0,0,0,1,0,106,33.686
0,0,0,1,0,0,1,0,0,1,0,106,33.878
0,0,0,1,0,0,0,1,0,1,0,106,34.132
0,0,0,1,0,1,0,0,0,0,1,106,45.022
0,0,0,1,0,0,0,1,0,0,1,106,45.358
0,0,0,1,1,1,0,0,1,0,0,106,23.7775
0,0,0,1,1,0,1,0,1,0,0,106,23.886
0,0,0,1,1,0,0,1,1,0,0,106,24.128
0,0,0,1,1,1,0,0,0,1,0,106,33.668
0,0,0,1,1,0,0,1,0,1,0,106,33.952
0,0,0,1,1,0,1,0,0,0,1,106,45.158
0,0,1,0,0,0,0,1,1,0,0,106,29.824
0,0,1,0,0,0,1,0,0,1,0,106,56.864
0,0,1,0,0,0,1,0,0,0,1,106,81.55
0,0,1,0,0,1,0,0,0,0,1,106,81.636
0,0,1,0,0,0,0,1,0,0,1,106,81.638
0,0,1,0,1,0,1,0,1,0,0,106,29.818
0,0,1,0,1,1,0,0,0,0,1,106,81.668
0,0,1,0,1,0,1,0,0,0,1,106,81.8
0,0,1,1,0,1,0,0,1,0,0,106,29.718
0,0,1,1,0,0,1,0,0,1,0,106,41.97
0,0,1,1,0,0,0,1,0,0,1,106,56.788
0,0,1,1,0,1,0,0,0,0,1,106,56.816
0,0,1,1,1,1,0,0,1,0,0,106,29.784
0,0,1,1,1,0,0,1,1,0,0,106,29.654
0,0,1,1,1,0,1,0,1,0,0,106,29.832
0,0,1,1,1,0,0,1,0,0,1,106,57.432
0,0,1,1,1,1,0,0,0,0,1,106,56.916
0,0,1,1,1,0,1,0,0,0,1,106,56.94
0,1,0,0,0,0,1,0,1,0,0,106,24.848
0,1,0,0,0,0,0,1,1,0,0,106,24.902
0,1,0,0,0,1,0,0,0,1,0,106,49.968
0,1,0,0,0,0,1,0,0,1,0,106,50.006
0,1,0,0,0,1,0,0,0,0,1,106,73.218
0,1,0,0,0,0,0,1,0,0,1,106,73.312
0,1,0,0,1,1,0,0,1,0,0,106,24.628
0,1,0,0,1,0,1,0,1,0,0,106,25.054
0,1,0,0,1,0,0,1,1,0,0,106,24.958
0,1,0,0,1,1,0,0,0,1,0,106,49.866
0,1,0,0,1,0,1,0,0,1,0,106,50.33
0,1,0,0,1,0,0,1,0,1,0,106,50.318
0,1,0,0,1,0,0,1,0,0,1,106,73.372
0,1,0,1,0,1,0,0,1,0,0,106,24.676
0,1,0,1,0,0,0,1,1,0,0,106,24.954
0,1,0,1,0,0,0,1,0,1,0,106,39.66
0,1,0,1,0,0,0,1,0,0,1,106,56.082
0,1,0,1,1,1,0,0,1,0,0,106,24.72
0,1,0,1,1,0,1,0,1,0,0,106,25.278
0,1,0,1,1,0,0,1,1,0,0,106,24.93
0,1,0,1,1,0,1,0,0,1,0,106,39.584
0,1,0,1,1,0,0,1,0,1,0,106,40.032
0,1,0,1,1,1,0,0,0,0,1,106,55.738
0,1,0,1,1,0,1,0,0,0,1,106,55.956
0,1,0,1,1,0,0,1,0,0,1,106,56.066
0,1,1,0,0,0,1,0,1,0,0,106,30.072
0,1,1,0,0,1,0,0,1,0,0,106,30.028
0,1,1,0,0,0,1,0,0,1,0,106,60.36
0,1,1,0,0,0,0,1,0,0,1,106,87.652
0,1,1,0,1,0,1,0,1,0,0,106,30.142
0,1,1,0,1,1,0,0,0,1,0,106,60.432
0,1,1,0,1,0,0,1,0,1,0,106,60.504
0,1,1,0,1,0,1,0,0,1,0,106,60.248
0,1,1,1,0,0,1,0,0,1,0,106,45.122
0,1,1,1,0,1,0,0,0,0,1,106,62.55
0,1,1,1,1,0,0,1,1,0,0,106,30.382
0,1,1,1,1,1,0,0,0,1,0,106,44.948
0,1,1,1,1,0,0,1,0,1,0,106,45.044
0,1,1,1,1,0,0,1,0,0,1,106,62.576
1,0,0,0,0,1,0,0,1,0,0,106,23.93
1,0,0,0,0,1,0,0,0,1,0,106,43.67
1,0,0,0,0,0,1,0,0,1,0,106,43.888
1,0,0,0,0,0,0,1,0,1,0,106,44.28
1,0,0,0,0,0,1,0,0,0,1,106,63.192
1,0,0,0,1,1,0,0,1,0,0,106,24.722
1,0,0,0,1,0,1,0,1,0,0,106,23.838
1,0,0,0,1,0,0,1,1,0,0,106,23.884
1,0,0,0,1,1,0,0,0,1,0,106,44.052
1,0,0,0,1,0,1,0,0,1,0,106,43.94
1,0,0,0,1,1,0,0,0,0,1,106,64.052
1,0,0,0,1,0,1,0,0,0,1,106,62.026
1,0,0,0,1,0,0,1,0,0,1,106,62.32
1,0,0,1,0,1,0,0,1,0,0,106,23.578
1,0,0,1,0,0,1,0,1,0,0,106,23.678
1,0,0,1,0,0,0,1,1,0,0,106,23.8
1,0,0,1,0,0,1,0,0,1,0,106,33.686
1,0,0,1,0,0,0,1,0,0,1,106,45.2
1,0,0,1,1,1,0,0,1,0,0,106,23.582
1,0,0,1,1,0,1,0,1,0,0,106,23.766
1,0,0,1,1,1,0,0,0,1,0,106,33.49
1,0,0,1,1,1,0,0,0,0,1,106,44.99
1,0,0,1,1,0,0,1,0,0,1,106,45.286
1,0,1,0,0,1,0,0,0,1,0,106,57.228
1,0,1,0,0,0,0,1,0,1,0,106,57.552
1,0,1,0,0,0,1,0,0,1,0,106,57.386
1,0,1,0,0,0,0,1,0,0,1,106,82.37
1,0,1,0,0,0,1,0,0,0,1,106,83.73
1,0,1,0,0,1,0,0,0,0,1,106,83.594
1,0,1,0,1,0,1,0,0,1,0,106,57.442
1,0,1,0,1,1,0,0,0,1,0,106,57.2
1,0,1,0,1,0,0,1,0,0,1,106,82.552
1,0,1,0,1,0,1,0,0,0,1,106,82.242
1,0,1,1,0,1,0,0,1,0,0,106,29.946
1,0,1,1,0,0,0,1,1,0,0,106,29.488
1,0,1,1,0,0,1,0,1,0,0,106,29.614
1,0,1,1,0,0,0,1,0,1,0,106,41.858
1,0,1,1,1,1,0,0,1,0,0,106,29.564
1,0,1,1,1,0,1,0,1,0,0,106,29.486
1,0,1,1,1,0,1,0,0,1,0,106,41.864
1,0,1,1,1,1,0,0,0,1,0,106,41.75
1,0,1,1,1,0,0,1,0,1,0,106,41.984
1,1,0,0,0,0,0,1,1,0,0,106,24.79
1,1,0,0,0,1,0,0,0,1,0,106,50.374
1,1,0,0,0,0,1,0,0,1,0,106,50.584
1,1,0,0,0,0,0,1,0,1,0,106,50.626
1,1,0,0,0,0,1,0,0,0,1,106,74.488
1,1,0,0,1,1,0,0,1,0,0,106,24.496
1,1,0,0,1,0,1,0,1,0,0,106,24.742
1,1,0,0,1,1,0,0,0,1,0,106,50.382
1,1,0,0,1,0,0,1,0,1,0,106,50.626
1,1,0,0,1,1,0,0,0,0,1,106,74.186
1,1,0,0,1,0,1,0,0,0,1,106,74.348
1,1,0,1,0,1,0,0,1,0,0,106,24.55
1,1,0,1,0,0,1,0,1,0,0,106,24.734
1,1,0,1,0,0,0,1,1,0,0,106,24.83
1,1,0,1,0,1,0,0,0,1,0,106,39.108
1,1,0,1,0,0,1,0,0,1,0,106,39.362
1,1,0,1,0,0,0,1,0,1,0,106,39.56
1,1,0,1,0,1,0,0,0,0,1,106,55.474
1,1,0,1,0,0,0,1,0,0,1,106,56.312
1,1,0,1,1,0,0,1,1,0,0,106,24.872
1,1,0,1,1,1,0,0,0,1,0,106,39.598
1,1,0,1,1,0,1,0,0,1,0,106,39.296
1,1,0,1,1,0,0,1,0,1,0,106,40.028
1,1,0,1,1,0,1,0,0,0,1,106,55.926
1,1,0,1,1,0,0,1,0,0,1,106,55.76
1,1,1,0,0,1,0,0,0,0,1,106,88.17
1,1,1,0,1,0,1,0,1,0,0,106,29.952
1,1,1,0,1,1,0,0,0,1,0,106,60.53
1,1,1,0,1,0,1,0,0,0,1,106,88.086
1,1,1,0,1,0,0,1,0,0,1,106,88.216
1,1,1,0,1,1,0,0,0,0,1,106,88.108
1,1,1,1,0,0,0,1,0,0,1,106,62.226
1,1,1,1,0,0,1,0,0,0,1,106,62.256
1,1,1,1,0,1,0,0,0,0,1,106,62.194
1,1,1,1,1,0,0,1,1,0,0,106,30.016
1,1,1,1,1,1,0,0,0,1,0,106,44.786
1,1,1,1,1,0,1,0,0,1,0,106,44.804
1,1,1,1,1,0,0,1,0,1,0,106,45.424
1,1,1,1,1,1,0,0,0,0,1,106,62.262
1,1,1,1,1,0,0,1,0,0,1,106,62.344
0,0,0,0,0,1,0,0,1,0,0,128,14.532
0,0,0,0,0,0,1,0,1,0,0,128,14.964
0,0,0,0,0,0,0,1,1,0,0,128,15.322
0,0,0,0,0,1,0,0,0,1,0,128,25.68
0,0,0,0,0,0,1,0,0,1,0,128,25.982
0,0,0,0,0,0,0,1,0,1,0,128,26.512
0,0,0,0,0,1,0,0,0,0,1,128,34.102
0,0,0,0,0,0,1,0,0,0,1,128,34.428
0,0,0,0,0,0,0,1,0,0,1,128,34.916
0,0,0,0,1,0,1,0,1,0,0,128,14.968
0,0,0,0,1,1,0,0,0,1,0,128,25.556
0,0,0,0,1,0,1,0,0,0,1,128,34.48
0,0,0,0,1,0,0,1,0,0,1,128,34.918
0,0,0,1,0,0,1,0,1,0,0,128,14.928
0,0,0,1,0,0,0,1,1,0,0,128,15.276
0,0,0,1,0,1,0,0,0,1,0,128,19.706
0,0,0,1,0,0,1,0,0,1,0,128,20.042
0,0,0,1,0,0,0,1,0,1,0,128,20.546
0,0,0,1,0,1,0,0,0,0,1,128,25.02
0,0,0,1,0,0,0,1,0,0,1,128,25.676
0,0,0,1,1,1,0,0,1,0,0,128,14.4625
0,0,0,1,1,0,1,0,1,0,0,128,14.846
0,0,0,1,1,0,0,1,1,0,0,128,15.306
0,0,0,1,1,1,0,0,0,1,0,128,19.872
0,0,0,1,1,0,0,1,0,1,0,128,20.556
0,0,0,1,1,0,1,0,0,0,1,128,25.222
0,0,1,0,0,0,0,1,1,0,0,128,18.292
0,0,1,0,0,0,1,0,0,1,0,128,33.256
0,0,1,0,0,0,1,0,0,0,1,128,44.78
0,0,1,0,0,1,0,0,0,0,1,128,44.856
0,0,1,0,0,0,0,1,0,0,1,128,44.938
0,0,1,0,1,0,1,0,1,0,0,128,18.214
0,0,1,0,1,1,0,0,0,0,1,128,44.742
0,0,1,0,1,0,1,0,0,0,1,128,44.964
0,0,1,1,0,1,0,0,1,0,0,128,18.308
0,0,1,1,0,0,1,0,0,1,0,128,24.562
0,0,1,1,0,0,0,1,0,0,1,128,30.906
0,0,1,1,0,1,0,0,0,0,1,128,31.014
0,0,1,1,1,1,0,0,1,0,0,128,18.214
0,0,1,1,1,0,0,1,1,0,0,128,18.296
0,0,1,1,1,0,1,0,1,0,0,128,18.312
0,0,1,1,1,0,0,1,0,0,1,128,30.786
0,0,1,1,1,1,0,0,0,0,1,128,30.852
0,0,1,1,1,0,1,0,0,0,1,128,30.86
0,1,0,0,0,0,1,0,1,0,0,128,15.424
0,1,0,0,0,0,0,1,1,0,0,128,15.83
0,1,0,0,0,1,0,0,0,1,0,128,29.298
0,1,0,0,0,0,1,0,0,1,0,128,29.592
0,1,0,0,0,1,0,0,0,0,1,128,39.814
0,1,0,0,0,0,0,1,0,0,1,128,40.276
0,1,0,0,1,1,0,0,1,0,0,128,15.06
0,1,0,0,1,0,1,0,1,0,0,128,15.46
0,1,0,0,1,0,0,1,1,0,0,128,15.918
0,1,0,0,1,1,0,0,0,1,0,128,29.166
0,1,0,0,1,0,1,0,0,1,0,128,29.702
0,1,0,0,1,0,0,1,0,1,0,128,30.048
0,1,0,0,1,0,0,1,0,0,1,128,40.554
0,1,0,1,0,1,0,0,1,0,0,128,15.046
0,1,0,1,0,0,0,1,1,0,0,128,15.958
0,1,0,1,0,0,0,1,0,1,0,128,23.51
0,1,0,1,0,0,0,1,0,0,1,128,30.536
0,1,0,1,1,1,0,0,1,0,0,128,15.146
0,1,0,1,1,0,1,0,1,0,0,128,15.474
0,1,0,1,1,0,0,1,1,0,0,128,15.922
0,1,0,1,1,0,1,0,0,1,0,128,23.188
0,1,0,1,1,0,0,1,0,1,0,128,23.448
0,1,0,1,1,1,0,0,0,0,1,128,29.906
0,1,0,1,1,0,1,0,0,0,1,128,30.104
0,1,0,1,1,0,0,1,0,0,1,128,30.404
0,1,1,0,0,0,1,0,1,0,0,128,18.506
0,1,1,0,0,1,0,0,1,0,0,128,18.602
0,1,1,0,0,0,1,0,0,1,0,128,34.776
0,1,1,0,0,0,0,1,0,0,1,128,47.57
0,1,1,0,1,0,1,0,1,0,0,128,18.562
0,1,1,0,1,1,0,0,0,1,0,128,34.982
0,1,1,0,1,0,0,1,0,1,0,128,35.14
0,1,1,0,1,0,1,0,0,1,0,128,35.224
0,1,1,1,0,0,1,0,0,1,0,128,26.106
0,1,1,1,0,1,0,0,0,0,1,128,33.384
0,1,1,1,1,0,0,1,1,0,0,128,18.422
0,1,1,1,1,1,0,0,0,1,0,128,26.09
0,1,1,1,1,0,0,1,0,1,0,128,26.102
0,1,1,1,1,0,0,1,0,0,1,128,33.51
1,0,0,0,0,1,0,0,1,0,0,128,14.334
1,0,0,0,0,1,0,0,0,1,0,128,25.896
1,0,0,0,0,0,1,0,0,1,0,128,26.22
1,0,0,0,0,0,0,1,0,1,0,128,26.578
1,0,0,0,0,0,1,0,0,0,1,128,34.85
1,0,0,0,1,1,0,0,1,0,0,128,14.362
1,0,0,0,1,0,1,0,1,0,0,128,14.86
1,0,0,0,1,0,0,1,1,0,0,128,15.304
1,0,0,0,1,1,0,0,0,1,0,128,25.866
1,0,0,0,1,0,1,0,0,1,0,128,26.33
1,0,0,0,1,1,0,0,0,0,1,128,34.74
1,0,0,0,1,0,1,0,0,0,1,128,35.142
1,0,0,0,1,0,0,1,0,0,1,128,35.244
1,0,0,1,0,1,0,0,1,0,0,128,14.322
1,0,0,1,0,0,1,0,1,0,0,128,14.764
1,0,0,1,0,0,0,1,1,0,0,128,15.214
1,0,0,1,0,0,1,0,0,1,0,128,19.984
1,0,0,1,0,0,0,1,0,0,1,128,25.54
1,0,0,1,1,1,0,0,1,0,0,128,14.368
1,0,0,1,1,0,1,0,1,0,0,128,14.748
1,0,0,1,1,1,0,0,0,1,0,128,19.512
1,0,0,1,1,1,0,0,0,0,1,128,24.702
1,0,0,1,1,0,0,1,0,0,1,128,25.728
1,0,1,0,0,1,0,0,0,1,0,128,33.3
1,0,1,0,0,0,0,1,0,1,0,128,33.358
1,0,1,0,0,0,1,0,0,1,0,128,33.482
1,0,1,0,0,0,0,1,0,0,1,128,44.956
1,0,1,0,0,0,1,0,0,0,1,128,44.982
1,0,1,0,0,1,0,0,0,0,1,128,45.196
1,0,1,0,1,0,1,0,0,1,0,128,33.43
1,0,1,0,1,1,0,0,0,1,0,128,33.456
1,0,1,0,1,0,0,1,0,0,1,128,45.088
1,0,1,0,1,0,1,0,0,0,1,128,45.256
1,0,1,1,0,1,0,0,1,0,0,128,18.062
1,0,1,1,0,0,0,1,1,0,0,128,18.076
1,0,1,1,0,0,1,0,1,0,0,128,18.084
1,0,1,1,0,0,0,1,0,1,0,128,24.394
1,0,1,1,1,1,0,0,1,0,0,128,18.066
1,0,1,1,1,0,1,0,1,0,0,128,18.072
1,0,1,1,1,0,1,0,0,1,0,128,24.148
1,0,1,1,1,1,0,0,0,1,0,128,24.342
1,0,1,1,1,0,0,1,0,1,0,128,24.408
1,1,0,0,0,0,0,1,1,0,0,128,15.798
1,1,0,0,0,1,0,0,0,1,0,128,29.414
1,1,0,0,0,0,1,0,0,1,0,128,29.908
1,1,0,0,0,0,0,1,0,1,0,128,30.112
1,1,0,0,0,0,1,0,0,0,1,128,40.42
1,1,0,0,1,1,0,0,1,0,0,128,15.02
1,1,0,0,1,0,1,0,1,0,0,128,15.33
1,1,0,0,1,1,0,0,0,1,0,128,29.356
1,1,0,0,1,0,0,1,0,1,0,128,30.094
1,1,0,0,1,1,0,0,0,0,1,128,40.138
1,1,0,0,1,0,1,0,0,0,1,128,40.526
1,1,0,1,0,1,0,0,1,0,0,128,15.008
1,1,0,1,0,0,1,0,1,0,0,128,15.294
1,1,0,1,0,0,0,1,1,0,0,128,15.882
1,1,0,1,0,1,0,0,0,1,0,128,22.664
1,1,0,1,0,0,1,0,0,1,0,128,22.93
1,1,0,1,0,0,0,1,0,1,0,128,23.488
1,1,0,1,0,1,0,0,0,0,1,128,29.752
1,1,0,1,0,0,0,1,0,0,1,128,30.494
1,1,0,1,1,0,0,1,1,0,0,128,15.828
1,1,0,1,1,1,0,0,0,1,0,128,22.632
1,1,0,1,1,0,1,0,0,1,0,128,22.974
1,1,0,1,1,0,0,1,0,1,0,128,23.31
1,1,0,1,1,0,1,0,0,0,1,128,29.998
1,1,0,1,1,0,0,1,0,0,1,128,30.234
1,1,1,0,0,1,0,0,0,0,1,128,47.792
1,1,1,0,1,0,1,0,1,0,0,128,18.202
1,1,1,0,1,1,0,0,0,1,0,128,35.192
1,1,1,0,1,0,1,0,0,0,1,128,47.574
1,1,1,0,1,0,0,1,0,0,1,128,47.638
1,1,1,0,1,1,0,0,0,0,1,128,47.924
1,1,1,1,0,0,0,1,0,0,1,128,33.214
1,1,1,1,0,0,1,0,0,0,1,128,33.26
1,1,1,1,0,1,0,0,0,0,1,128,33.284
1,1,1,1,1,0,0,1,1,0,0,128,18.324
1,1,1,1,1,1,0,0,0,1,0,128,25.722
1,1,1,1,1,0,1,0,0,1,0,128,25.892
1,1,1,1,1,0,0,1,0,1,0,128,26.046
1,1,1,1,1,1,0,0,0,0,1,128,33.208
1,1,1,1,1,0,0,1,0,0,1,128,33.338
